station,mm,tmax (degC),tmin (degC),af (days),rain (mm),sun (hours),Latitude,Longitude,lat_group
aberporth,1.0,7.337349397590362,3.0734939759036144,5.220588235294118,90.19285714285714,55.57831325301205,52.139,-4.57,0
aberporth,2.0,7.430487804878048,2.7277108433734942,5.029411764705882,65.06666666666668,76.93855421686746,52.139,-4.57,0
aberporth,3.0,9.124691358024691,3.8292682926829267,2.417910447761194,60.6566265060241,123.63292682926829,52.139,-4.57,0
aberporth,4.0,11.195,5.309756097560975,0.582089552238806,52.81204819277108,172.32073170731707,52.139,-4.57,0
aberporth,5.0,13.942682926829269,7.7682926829268295,0.0,56.59879518072289,209.87530864197532,52.139,-4.57,0
aberporth,6.0,16.398780487804878,10.345121951219513,0.0,57.72289156626506,204.40123456790124,52.139,-4.57,0
aberporth,7.0,17.946341463414633,12.18048780487805,0.0,61.531325301204824,187.8451219512195,52.139,-4.57,0
aberporth,8.0,18.03048780487805,12.362195121951219,0.0,72.60481927710843,172.60365853658536,52.139,-4.57,0
aberporth,9.0,16.454878048780486,11.029268292682927,0.0,81.25180722891565,135.54268292682926,52.139,-4.57,0
aberporth,10.0,13.60740740740741,8.757317073170732,0.014925373134328348,104.92168674698796,98.02195121951219,52.139,-4.57,0
aberporth,11.0,10.165432098765432,5.840243902439025,0.8208955223880597,107.62891566265061,60.37682926829269,52.139,-4.57,0
aberporth,12.0,8.270731707317074,4.06219512195122,3.7761194029850746,103.83855421686748,48.165853658536584,52.139,-4.57,0
armagh,1.0,7.1201257861635225,1.6773584905660377,8.522012578616353,75.44476744186046,46.90105263157895,54.352,-6.649,1
armagh,2.0,7.89182389937107,1.7465408805031446,7.70440251572327,57.69825581395349,66.27157894736843,54.352,-6.649,1
armagh,3.0,9.707594936708862,2.427848101265823,6.677215189873417,58.30058479532163,101.30106382978724,54.352,-6.649,1
armagh,4.0,12.406918238993711,3.90125786163522,2.8238993710691824,54.738596491228066,144.78936170212768,54.352,-6.649,1
armagh,5.0,15.365408805031448,6.3496855345911944,0.3647798742138365,59.17602339181287,176.2127659574468,54.352,-6.649,1
armagh,6.0,18.12264150943396,9.276100628930818,0.0,62.28304093567251,156.12659574468086,54.352,-6.649,1
armagh,7.0,19.333962264150944,11.09119496855346,0.0,71.47017543859648,131.352688172043,54.352,-6.649,1
armagh,8.0,18.925786163522012,10.831446540880505,0.006289308176100627,82.35789473684211,132.11182795698923,54.352,-6.649,1
armagh,9.0,16.676100628930815,9.010691823899371,0.018867924528301883,69.25263157894737,109.78085106382979,54.352,-6.649,1
armagh,10.0,13.097484276729562,6.350314465408805,1.1823899371069182,81.71520467836257,87.26595744680851,54.352,-6.649,1
armagh,11.0,9.50125786163522,3.4842767295597485,4.672955974842767,73.46842105263158,59.48829787234042,54.352,-6.649,1
armagh,12.0,7.528301886792454,2.1459119496855346,7.383647798742138,80.91294117647058,37.915217391304346,54.352,-6.649,1
ballypatrick,1.0,6.61864406779661,1.8983050847457625,7.072727272727272,128.01111111111112,40.724000000000004,55.181,-6.153,2
ballypatrick,2.0,6.684482758620689,1.7551724137931035,6.666666666666667,111.34444444444445,66.80799999999999,55.181,-6.153,2
ballypatrick,3.0,8.147540983606557,2.3786885245901637,5.43859649122807,96.38,93.45200000000001,55.181,-6.153,2
ballypatrick,4.0,10.22542372881356,3.69,2.8771929824561404,81.44,157.18,55.181,-6.153,2
ballypatrick,5.0,13.022033898305086,5.834482758620689,0.7454545454545455,79.94857142857143,187.57692307692307,55.181,-6.153,2
ballypatrick,6.0,15.505084745762712,8.493103448275862,0.036363636363636355,84.74571428571429,169.60384615384618,55.181,-6.153,2
ballypatrick,7.0,16.776666666666667,10.19322033898305,0.0,94.05714285714286,144.72307692307692,55.181,-6.153,2
ballypatrick,8.0,16.657377049180326,10.254838709677419,0.0,107.52857142857142,142.43461538461537,55.181,-6.153,2
ballypatrick,9.0,15.009677419354839,9.00655737704918,0.12280701754385964,102.81428571428572,106.94615384615383,55.181,-6.153,2
ballypatrick,10.0,12.221666666666668,6.940983606557377,0.2631578947368421,146.8705882352941,83.86923076923077,55.181,-6.153,2
ballypatrick,11.0,8.911666666666667,3.9728813559322034,2.7090909090909094,142.39722222222224,52.892307692307696,55.181,-6.153,2
ballypatrick,12.0,7.204918032786885,2.5311475409836066,5.368421052631579,142.26285714285714,31.11923076923077,55.181,-6.153,2
bradford,1.0,6.006896551724138,1.0310344827586206,10.862068965517242,90.43070175438596,35.876724137931035,53.813,-1.772,1
bradford,2.0,6.3422413793103445,1.121551724137931,9.775862068965518,72.6140350877193,55.71709401709401,53.813,-1.772,1
bradford,3.0,8.448695652173914,2.174782608695652,6.6695652173913045,63.26814159292036,94.04347826086956,53.813,-1.772,1
bradford,4.0,11.306956521739131,3.90695652173913,2.591304347826087,56.5504424778761,134.15603448275863,53.813,-1.772,1
bradford,5.0,14.970434782608697,6.647826086956522,0.3217391304347826,58.478761061946905,168.39655172413794,53.813,-1.772,1
bradford,6.0,17.797391304347826,9.556521739130435,0.0,61.48672566371682,174.32672413793105,53.813,-1.772,1
bradford,7.0,19.450434782608696,11.657391304347826,0.0,67.13362831858407,164.59310344827585,53.813,-1.772,1
bradford,8.0,19.043478260869566,11.459999999999999,0.0,75.53097345132743,151.69482758620688,53.813,-1.772,1
bradford,9.0,16.584347826086958,9.541739130434781,0.008695652173913044,68.13628318584071,117.09482758620689,53.813,-1.772,1
bradford,10.0,12.87758620689655,6.73448275862069,0.9051724137931034,81.38584070796459,82.30344827586208,53.813,-1.772,1
bradford,11.0,8.730172413793104,3.526724137931035,4.905172413793103,88.0716814159292,47.95603448275862,53.813,-1.772,1
bradford,12.0,6.719827586206897,1.8,8.594827586206897,93.08407079646018,28.282758620689656,53.813,-1.772,1
braemar,1.0,4.245454545454545,-1.8181818181818181,18.333333333333332,100.9109375,26.3,57.006,-3.396,2
braemar,2.0,4.683333333333334,-1.9393939393939394,17.424242424242426,67.6140625,57.18936170212766,57.006,-3.396,2
braemar,3.0,6.718461538461538,-0.5184615384615384,15.876923076923077,69.05238095238094,95.1468085106383,57.006,-3.396,2
braemar,4.0,9.715625,0.965625,11.09375,53.18730158730159,133.5088888888889,57.006,-3.396,2
braemar,5.0,13.3171875,3.596875,4.734375,62.93225806451613,168.9913043478261,57.006,-3.396,2
braemar,6.0,16.2921875,6.7859375,0.5625,57.58387096774194,168.76444444444445,57.006,-3.396,2
braemar,7.0,17.81875,8.63125,0.046875,63.11612903225807,155.58913043478262,57.006,-3.396,2
braemar,8.0,17.25076923076923,8.276923076923078,0.3230769230769231,71.02539682539683,147.15,57.006,-3.396,2
braemar,9.0,14.63076923076923,6.446153846153846,1.4,76.0047619047619,108.55217391304348,57.006,-3.396,2
braemar,10.0,10.94,3.9046153846153846,5.138461538461539,101.4968253968254,67.49347826086957,57.006,-3.396,2
braemar,11.0,6.9,0.5492307692307693,11.784615384615385,94.6079365079365,36.060869565217395,57.006,-3.396,2
braemar,12.0,4.7784615384615385,-1.22,16.46153846153846,92.15873015873015,19.731111111111108,57.006,-3.396,2
camborne,1.0,8.98913043478261,4.589130434782609,2.847826086956522,122.09565217391304,58.62,50.218,-5.327,0
camborne,2.0,8.969565217391304,4.478260869565218,2.652173913043478,95.84347826086957,79.7,50.218,-5.327,0
camborne,3.0,10.113333333333333,5.322222222222222,1.1111111111111112,81.67777777777778,119.28666666666666,50.218,-5.327,0
camborne,4.0,11.86888888888889,6.262222222222222,0.08888888888888889,67.66222222222223,183.37111111111113,50.218,-5.327,0
camborne,5.0,14.355555555555556,8.622222222222222,0.0,61.67333333333334,210.5888888888889,50.218,-5.327,0
camborne,6.0,16.828888888888887,11.12,0.0,61.931111111111115,202.19111111111113,50.218,-5.327,0
camborne,7.0,18.78,13.088888888888889,0.0,63.68,195.20888888888888,50.218,-5.327,0
camborne,8.0,18.944444444444443,13.26222222222222,0.0,72.26444444444445,181.98222222222222,50.218,-5.327,0
camborne,9.0,17.419565217391302,11.932608695652174,0.0,77.74565217391304,150.0568181818182,50.218,-5.327,0
camborne,10.0,14.541304347826086,9.897826086956522,0.021739130434782608,116.17173913043477,103.78,50.218,-5.327,0
camborne,11.0,11.595652173913043,7.26304347826087,0.3695652173913043,124.71304347826087,68.88,50.218,-5.327,0
camborne,12.0,9.906521739130435,5.623913043478261,1.7391304347826086,134.55,52.29333333333334,50.218,-5.327,0
cambridge,1.0,7.043939393939394,1.3681818181818182,10.272727272727273,45.753125000000004,55.284615384615385,52.245,0.102,0
cambridge,2.0,7.74090909090909,1.4363636363636363,9.424242424242424,35.36875,71.59615384615384,52.245,0.102,0
cambridge,3.0,10.42153846153846,2.7215384615384615,5.538461538461538,38.43809523809524,109.79230769230769,52.245,0.102,0
cambridge,4.0,13.344615384615384,4.253846153846154,3.046153846153846,38.952380952380956,146.75576923076923,52.245,0.102,0
cambridge,5.0,16.933846153846154,7.107692307692307,0.4153846153846154,46.22698412698413,188.10384615384615,52.245,0.102,0
cambridge,6.0,20.13692307692308,10.12,0.0,48.68571428571428,192.43846153846152,52.245,0.102,0
cambridge,7.0,22.36769230769231,12.161538461538461,0.0,45.731746031746034,186.7980392156863,52.245,0.102,0
cambridge,8.0,22.21846153846154,12.096923076923076,0.0,53.46666666666667,179.56274509803922,52.245,0.102,0
cambridge,9.0,19.335384615384616,10.195384615384617,0.015384615384615385,48.63015873015873,142.68235294117648,52.245,0.102,0
cambridge,10.0,15.132307692307693,7.586153846153847,0.6615384615384615,55.333333333333336,110.92156862745098,52.245,0.102,0
cambridge,11.0,10.247692307692308,4.044615384615384,4.461538461538462,51.736507936507934,66.94117647058823,52.245,0.102,0
cambridge,12.0,7.681538461538461,2.0784615384615384,8.738461538461538,49.74920634920635,48.84901960784313,52.245,0.102,0
cardiff,1.0,8.321276595744681,2.1829787234042555,9.127659574468085,126.21489361702129,53.368421052631575,51.488,-3.187,0
cardiff,2.0,8.795744680851064,2.402127659574468,7.8936170212765955,94.71702127659574,70.42631578947368,51.488,-3.187,0
cardiff,3.0,11.054347826086957,3.880434782608696,3.717391304347826,94.55869565217391,106.50526315789472,51.488,-3.187,0
cardiff,4.0,13.997826086956522,5.278260869565218,1.8478260869565217,66.01304347826087,163.95555555555555,51.488,-3.187,0
cardiff,5.0,17.210869565217394,8.232608695652173,0.15217391304347827,74.92608695652174,188.41666666666666,51.488,-3.187,0
cardiff,6.0,19.9,11.130434782608695,0.0,69.19130434782609,180.66111111111113,51.488,-3.187,0
cardiff,7.0,21.76086956521739,13.043478260869565,0.0,78.99130434782609,197.16111111111113,51.488,-3.187,0
cardiff,8.0,21.319565217391304,12.758695652173913,0.0,95.25,191.41111111111113,51.488,-3.187,0
cardiff,9.0,18.99148936170213,10.61276595744681,0.0,87.47446808510638,143.7,51.488,-3.187,0
cardiff,10.0,15.24255319148936,8.087234042553192,0.8297872340425532,128.02340425531915,97.32631578947368,51.488,-3.187,0
cardiff,11.0,11.429787234042553,4.81063829787234,3.8297872340425534,125.24893617021276,61.90526315789473,51.488,-3.187,0
cardiff,12.0,9.129787234042555,3.0893617021276594,7.51063829787234,138.1255319148936,43.82631578947369,51.488,-3.187,0
chivenor,1.0,8.92,3.608888888888889,5.783783783783784,88.8409090909091,56.55499999999999,51.089,-4.147,0
chivenor,2.0,9.28695652173913,3.42,4.621621621621621,66.71363636363637,83.85,51.089,-4.147,0
chivenor,3.0,11.143181818181818,4.452272727272727,2.6111111111111107,58.27384615384615,134.54000000000002,51.089,-4.147,0
chivenor,4.0,13.446666666666667,5.555555555555555,1.108108108108108,54.2515625,184.825,51.089,-4.147,0
chivenor,5.0,16.464444444444446,8.493333333333332,0.0,57.03846153846154,216.32,51.089,-4.147,0
chivenor,6.0,18.917391304347827,11.237777777777778,0.0,60.51538461538462,230.175,51.089,-4.147,0
chivenor,7.0,20.572727272727274,13.242222222222225,0.0,67.49384615384615,203.7473684210526,51.089,-4.147,0
chivenor,8.0,20.369565217391305,13.26086956521739,0.0,75.0939393939394,184.285,51.089,-4.147,0
chivenor,9.0,18.656521739130437,11.47391304347826,0.0,75.18153846153847,146.15,51.089,-4.147,0
chivenor,10.0,15.467391304347828,9.157777777777778,0.3513513513513513,98.68153846153847,107.76499999999999,51.089,-4.147,0
chivenor,11.0,11.876086956521739,6.147826086956521,1.9473684210526319,100.06153846153846,65.66,51.089,-4.147,0
chivenor,12.0,9.940909090909091,4.623255813953488,4.457142857142857,99.57230769230769,52.515,51.089,-4.147,0
cwmystwyth,1.0,5.902127659574468,0.852,11.9,186.5530612244898,32.502040816326534,52.358,-3.802,1
cwmystwyth,2.0,6.129166666666666,0.586,12.12,134.08979591836734,56.217999999999996,52.358,-3.802,1
cwmystwyth,3.0,8.0,1.6400000000000001,9.620000000000001,139.906,83.55799999999999,52.358,-3.802,1
cwmystwyth,4.0,10.528,2.850980392156863,6.2745098039215685,109.42857142857143,129.32244897959183,52.358,-3.802,1
cwmystwyth,5.0,13.920833333333333,5.52156862745098,2.0,104.872,161.12549019607843,52.358,-3.802,1
cwmystwyth,6.0,16.195652173913043,8.129999999999999,0.22448979591836735,107.34799999999998,148.16666666666669,52.358,-3.802,1
cwmystwyth,7.0,17.655102040816328,10.084000000000001,0.0,124.834,142.35416666666669,52.358,-3.802,1
cwmystwyth,8.0,17.80625,10.096,0.0,137.43599999999998,138.42244897959182,52.358,-3.802,1
cwmystwyth,9.0,15.675510204081633,8.145999999999999,0.32,150.972,109.26458333333333,52.358,-3.802,1
cwmystwyth,10.0,12.477551020408162,6.191836734693877,1.959183673469388,189.16122448979593,83.14255319148937,52.358,-3.802,1
cwmystwyth,11.0,8.730612244897959,3.178,6.26,205.41458333333333,46.36086956521739,52.358,-3.802,1
cwmystwyth,12.0,6.6375,1.3387755102040817,10.673469387755103,210.7521739130435,30.08723404255319,52.358,-3.802,1
dunstaffnage,1.0,7.224,2.284,6.9799999999999995,193.80588235294118,34.08888888888888,56.451,-5.439,2
dunstaffnage,2.0,7.530769230769231,2.4057692307692307,5.961538461538462,138.32156862745097,54.57222222222223,56.451,-5.439,2
dunstaffnage,3.0,9.025490196078431,3.1666666666666665,4.03921568627451,144.40392156862745,82.45263157894736,56.451,-5.439,2
dunstaffnage,4.0,11.598076923076924,4.540384615384616,1.9615384615384615,82.30588235294118,135.2263157894737,56.451,-5.439,2
dunstaffnage,5.0,14.718,6.86078431372549,0.4313725490196078,83.956,195.85555555555555,56.451,-5.439,2
dunstaffnage,6.0,16.698076923076922,9.359615384615385,0.0,89.18076923076923,168.72105263157897,56.451,-5.439,2
dunstaffnage,7.0,18.04705882352941,11.192156862745097,0.0,105.35471698113209,141.89444444444445,56.451,-5.439,2
dunstaffnage,8.0,17.93846153846154,11.161538461538461,0.0,125.00961538461539,140.7473684210526,56.451,-5.439,2
dunstaffnage,9.0,15.837254901960785,9.701960784313727,0.03921568627450981,155.52641509433963,101.16499999999999,56.451,-5.439,2
dunstaffnage,10.0,12.906,7.498,0.38,193.62,74.46842105263158,56.451,-5.439,2
dunstaffnage,11.0,9.734,4.58,3.1799999999999997,177.7235294117647,45.1,56.451,-5.439,2
dunstaffnage,12.0,7.988235294117647,2.9843137254901957,5.96078431372549,195.53529411764706,32.955555555555556,56.451,-5.439,2
durham,1.0,5.968275862068966,0.4317241379310345,12.537931034482758,52.900689655172414,50.72181818181818,54.768,-1.585,2
durham,2.0,6.6227586206896545,0.5365517241379311,11.537931034482758,42.431724137931035,67.72,54.768,-1.585,2
durham,3.0,8.765277777777778,1.4520833333333334,9.180555555555555,44.111805555555556,106.13727272727273,54.768,-1.585,2
durham,4.0,11.418055555555556,3.021527777777778,4.527777777777778,43.56944444444444,137.43,54.768,-1.585,2
durham,5.0,14.590972222222222,5.549305555555556,1.0902777777777777,49.693749999999994,166.9827272727273,54.768,-1.585,2
durham,6.0,17.772916666666667,8.484027777777778,0.034722222222222224,50.86805555555556,172.48545454545456,54.768,-1.585,2
durham,7.0,19.69027777777778,10.587499999999999,0.0,62.952083333333334,160.86818181818182,54.768,-1.585,2
durham,8.0,19.225694444444443,10.422222222222222,0.0,66.87777777777778,151.56272727272727,54.768,-1.585,2
durham,9.0,16.836805555555557,8.509027777777778,0.08333333333333333,54.39861111111111,124.52363636363637,54.768,-1.585,2
durham,10.0,12.881944444444445,5.757638888888889,1.7361111111111112,65.92430555555556,93.83211009174312,54.768,-1.585,2
durham,11.0,8.886805555555556,2.9388888888888887,5.729166666666667,64.5,60.400000000000006,54.768,-1.585,2
durham,12.0,6.556643356643357,1.1202797202797203,10.377622377622378,57.361111111111114,43.54954128440367,54.768,-1.585,2
eastbourne,1.0,7.8984848484848476,3.490909090909091,5.348484848484849,82.07575757575758,65.6530303030303,50.762,0.285,0
eastbourne,2.0,7.99090909090909,3.3227272727272728,4.303030303030303,55.79545454545455,85.53484848484848,50.762,0.285,0
eastbourne,3.0,9.850769230769231,4.4799999999999995,1.9076923076923078,54.93692307692308,132.77076923076925,50.762,0.285,0
eastbourne,4.0,12.432307692307692,6.104615384615385,0.27692307692307694,46.667692307692306,191.48461538461538,50.762,0.285,0
eastbourne,5.0,15.626153846153846,9.236923076923077,0.0,46.92923076923077,233.4,50.762,0.285,0
eastbourne,6.0,18.484615384615385,12.127692307692307,0.0,48.073846153846155,242.99076923076922,50.762,0.285,0
eastbourne,7.0,20.439999999999998,14.284615384615385,0.0,50.62923076923077,246.42923076923077,50.762,0.285,0
eastbourne,8.0,20.68,14.463076923076924,0.0,58.01692307692308,229.86615384615382,50.762,0.285,0
eastbourne,9.0,18.784615384615385,12.507692307692308,0.0,65.29846153846154,172.38923076923075,50.762,0.285,0
eastbourne,10.0,15.453846153846154,10.004615384615384,0.0,95.29076923076924,123.28,50.762,0.285,0
eastbourne,11.0,11.459999999999999,6.546153846153846,0.9076923076923077,101.38461538461539,77.69692307692308,50.762,0.285,0
eastbourne,12.0,8.938461538461539,4.361538461538461,4.2153846153846155,94.51538461538462,57.05538461538461,50.762,0.285,0
eskdalemuir,1.0,4.667567567567567,-0.7405405405405405,15.619718309859156,182.16929824561402,40.150000000000006,55.311,-3.206,2
eskdalemuir,2.0,5.179279279279279,-0.809009009009009,14.901408450704224,132.93421052631578,61.8125,55.311,-3.206,2
eskdalemuir,3.0,7.315454545454545,0.06909090909090909,12.7,124.64070796460177,89.46210526315791,55.311,-3.206,2
eskdalemuir,4.0,10.288181818181817,1.4945454545454544,8.857142857142858,92.93451327433628,131.2136842105263,55.311,-3.206,2
eskdalemuir,5.0,13.768181818181818,4.138181818181819,3.7285714285714286,95.73982300884956,164.6642105263158,55.311,-3.206,2
eskdalemuir,6.0,16.383636363636366,7.08909090909091,0.3142857142857143,99.68761061946903,154.32105263157894,55.311,-3.206,2
eskdalemuir,7.0,17.76090909090909,9.043636363636363,0.014285714285714254,118.76371681415928,140.2621052631579,55.311,-3.206,2
eskdalemuir,8.0,17.3,8.877272727272727,0.17142857142857143,134.10442477876106,128.10842105263157,55.311,-3.206,2
eskdalemuir,9.0,14.87,6.862727272727273,1.042857142857143,135.58584070796462,97.21578947368421,55.311,-3.206,2
eskdalemuir,10.0,11.392727272727274,4.420909090909091,3.9857142857142858,167.83539823008851,73.26842105263158,55.311,-3.206,2
eskdalemuir,11.0,7.487272727272726,1.378181818181818,10.271428571428572,162.68318584070798,51.21263157894737,55.311,-3.206,2
eskdalemuir,12.0,5.368181818181818,-0.13545454545454547,14.271428571428572,178.92743362831857,36.487368421052636,55.311,-3.206,2
heathrow,1.0,7.661038961038961,1.8974025974025974,9.223684210526317,54.40909090909091,55.3235294117647,51.479,-0.449,0
heathrow,2.0,8.261038961038961,1.9597402597402598,7.907894736842105,40.86883116883117,70.70588235294117,51.479,-0.449,0
heathrow,3.0,11.021052631578948,3.378947368421053,4.586666666666666,41.63947368421052,113.02388059701491,51.479,-0.449,0
heathrow,4.0,14.063157894736841,5.219736842105263,1.3733333333333333,41.046052631578945,158.5731343283582,51.479,-0.449,0
heathrow,5.0,17.7,8.389473684210527,0.05333333333333332,48.151315789473685,193.91641791044776,51.479,-0.449,0
heathrow,6.0,21.048684210526318,11.442105263157895,0.0,48.703947368421055,199.90298507462686,51.479,-0.449,0
heathrow,7.0,23.086842105263155,13.528947368421052,0.0,47.955263157894734,198.6492537313433,51.479,-0.449,0
heathrow,8.0,22.586842105263155,13.299999999999999,0.0,54.073684210526324,186.91940298507464,51.479,-0.449,0
heathrow,9.0,19.79605263157895,11.164473684210526,0.0,50.988157894736844,146.33582089552237,51.479,-0.449,0
heathrow,10.0,15.575000000000001,8.239473684210527,0.4533333333333333,63.776315789473685,108.48805970149253,51.479,-0.449,0
heathrow,11.0,10.868421052631579,4.596052631578948,3.7066666666666666,61.647368421052626,67.68059701492537,51.479,-0.449,0
heathrow,12.0,8.414473684210526,2.7223684210526318,7.546666666666666,56.47631578947368,48.11492537313433,51.479,-0.449,0
hurn,1.0,8.195588235294117,1.3455882352941178,12.0,91.58529411764707,62.776785714285715,50.779,-1.835,0
hurn,2.0,8.595588235294118,1.3852941176470588,11.279411764705882,65.30882352941177,79.22678571428571,50.779,-1.835,0
hurn,3.0,10.785074626865672,2.4865671641791045,8.567164179104477,64.22835820895523,118.81454545454545,50.779,-1.835,0
hurn,4.0,13.483582089552238,3.8492537313432833,5.223880597014926,51.10895522388059,179.36545454545455,50.779,-1.835,0
hurn,5.0,16.786567164179104,6.916417910447761,0.8955223880597015,52.45522388059702,211.34363636363636,50.779,-1.835,0
hurn,6.0,19.829850746268654,9.876119402985076,0.0,53.74029850746268,216.25454545454548,50.779,-1.835,0
hurn,7.0,21.84328358208955,11.77462686567164,0.0,47.64328358208955,221.49454545454543,50.779,-1.835,0
hurn,8.0,21.550746268656717,11.601492537313431,0.0,58.6955223880597,201.85272727272726,50.779,-1.835,0
hurn,9.0,19.211940298507464,9.444776119402984,0.1044776119402985,68.9731343283582,154.10181818181817,50.779,-1.835,0
hurn,10.0,15.504477611940297,7.2343283582089555,1.8805970149253732,94.93134328358208,109.63454545454546,50.779,-1.835,0
hurn,11.0,11.367164179104478,3.6776119402985077,7.402985074626866,97.40149253731343,77.96545454545455,50.779,-1.835,0
hurn,12.0,8.955223880597014,1.9582089552238804,11.417910447761194,98.90298507462687,55.8,50.779,-1.835,0
lerwick,1.0,5.544680851063831,1.4563829787234044,8.202127659574469,131.2776595744681,24.615957446808512,60.139,-1.183,2
lerwick,2.0,5.402127659574468,1.2340425531914894,8.351063829787234,101.63617021276595,53.64042553191489,60.139,-1.183,2
lerwick,3.0,6.333333333333333,1.9397849462365593,6.870967741935484,97.38709677419355,89.31182795698925,60.139,-1.183,2
lerwick,4.0,8.06774193548387,3.081720430107527,3.6666666666666665,68.73225806451613,133.5784946236559,60.139,-1.183,2
lerwick,5.0,10.380645161290323,5.2817204301075265,0.5053763440860215,57.26774193548387,163.49354838709678,60.139,-1.183,2
lerwick,6.0,12.659139784946236,7.696774193548387,0.021505376344086023,58.39354838709678,149.4021505376344,60.139,-1.183,2
lerwick,7.0,14.209677419354838,9.641935483870968,0.0,67.95483870967742,121.73548387096774,60.139,-1.183,2
lerwick,8.0,14.412903225806453,9.919354838709678,0.0,79.64516129032258,121.0494623655914,60.139,-1.183,2
lerwick,9.0,12.796774193548385,8.538709677419355,0.010752688172043012,104.67096774193548,98.04086021505375,60.139,-1.183,2
lerwick,10.0,10.32258064516129,6.361290322580645,0.45161290322580644,124.06344086021505,66.34193548387097,60.139,-1.183,2
lerwick,11.0,7.781720430107527,3.803225806451613,2.924731182795699,134.44731182795698,33.8494623655914,60.139,-1.183,2
lerwick,12.0,6.324468085106383,2.2265957446808513,6.382978723404255,137.35638297872342,15.913829787234043,60.139,-1.183,2
leuchars,1.0,6.416176470588235,0.4058823529411764,12.75,63.45,60.26176470588236,56.377,-2.861,2
leuchars,2.0,7.085294117647059,0.5750000000000001,11.397058823529411,46.7764705882353,80.86764705882354,56.377,-2.861,2
leuchars,3.0,9.080597014925372,1.8507462686567164,8.194029850746269,46.52388059701492,119.63731343283582,56.377,-2.861,2
leuchars,4.0,11.311940298507462,3.405970149253731,4.402985074626866,41.473134328358206,159.1582089552239,56.377,-2.861,2
leuchars,5.0,13.988059701492539,5.837313432835821,0.835820895522388,51.4910447761194,190.09253731343284,56.377,-2.861,2
leuchars,6.0,17.067164179104477,8.850746268656716,0.0,54.26268656716418,182.39701492537313,56.377,-2.861,2
leuchars,7.0,18.953731343283582,10.638805970149253,0.0,60.79402985074627,177.12537313432836,56.377,-2.861,2
leuchars,8.0,18.68358208955224,10.444776119402984,0.0,65.22089552238806,161.3776119402985,56.377,-2.861,2
leuchars,9.0,16.53880597014925,8.75820895522388,0.05970149253731343,56.76417910447761,130.10746268656717,56.377,-2.861,2
leuchars,10.0,13.129850746268657,6.165671641791045,1.3880597014925373,73.00597014925373,99.64776119402984,56.377,-2.861,2
leuchars,11.0,9.149253731343284,2.607462686567164,7.582089552238806,64.17014925373134,74.2597014925373,56.377,-2.861,2
leuchars,12.0,6.838805970149253,0.8253731343283582,12.208955223880597,65.28955223880597,50.15970149253731,56.377,-2.861,2
lowestoft,1.0,6.516666666666667,1.6805555555555556,8.51063829787234,52.510377358490565,53.48842105263157,52.483,1.727,1
lowestoft,2.0,6.925,1.761111111111111,7.106382978723404,42.25283018867924,76.35425531914893,52.483,1.727,1
lowestoft,3.0,8.991509433962264,2.8509433962264152,4.130434782608695,38.39903846153846,122.03695652173913,52.483,1.727,1
lowestoft,4.0,11.499038461538461,4.781730769230769,1.2391304347826086,39.44803921568627,171.484375,52.483,1.727,1
lowestoft,5.0,14.696153846153845,7.796190476190477,0.07608695652173912,41.81553398058253,209.80102040816328,52.483,1.727,1
lowestoft,6.0,18.058490566037737,10.668867924528302,0.0,44.89903846153846,204.93099999999998,52.483,1.727,1
lowestoft,7.0,20.399047619047618,12.87904761904762,0.13043478260869565,53.59708737864078,205.47599999999997,52.483,1.727,1
