station,mm,tmax (degC),tmin (degC),af (days),rain (mm),sun (hours),Latitude,Longitude,lat_group
lowestoft,8.0,20.536893203883494,13.019417475728156,0.21111111111111108,54.861538461538466,199.9618556701031,52.483,1.727,1
lowestoft,9.0,18.40095238095238,11.203809523809525,0.15217391304347824,51.932692307692314,155.5939393939394,52.483,1.727,1
lowestoft,10.0,14.513333333333334,8.451428571428572,0.26881720430107525,60.1631067961165,113.44000000000001,52.483,1.727,1
lowestoft,11.0,10.071428571428571,4.757142857142857,2.21505376344086,66.55242718446601,65.05319148936171,52.483,1.727,1
lowestoft,12.0,7.426168224299065,2.6271028037383175,6.268817204301075,57.095238095238095,46.61827956989247,52.483,1.727,1
manston,1.0,6.895121951219512,2.0414634146341464,7.546875,49.86951219512195,62.30909090909091,51.346,1.337,0
manston,2.0,7.336585365853658,2.1207317073170735,6.671875,37.60493827160494,81.14477611940299,51.346,1.337,0
manston,3.0,9.701234567901235,3.2950617283950616,3.619047619047619,37.9675,126.72835820895521,51.346,1.337,0
manston,4.0,12.397530864197531,5.258024691358025,1.0158730158730158,37.63086419753087,186.46268656716418,51.346,1.337,0
manston,5.0,15.639506172839505,8.106172839506172,0.07936507936507936,42.67901234567901,222.2014925373134,51.346,1.337,0
manston,6.0,19.048148148148147,11.033333333333333,0.0,43.405,228.64626865671642,51.346,1.337,0
manston,7.0,21.32560975609756,13.235365853658536,0.0,46.706097560975614,229.3409090909091,51.346,1.337,0
manston,8.0,21.368750000000002,13.41625,0.0,49.99753086419753,214.48939393939395,51.346,1.337,0
manston,9.0,18.855,11.61375,0.0,53.063750000000006,161.96212121212122,51.346,1.337,0
manston,10.0,14.901234567901236,8.799999999999999,0.07936507936507935,67.85555555555555,118.15,51.346,1.337,0
manston,11.0,10.448148148148148,5.187654320987654,1.8888888888888888,70.12025316455696,72.97575757575757,51.346,1.337,0
manston,12.0,7.796296296296297,2.962962962962963,6.015873015873016,55.059259259259264,54.86716417910448,51.346,1.337,0
nairn,1.0,6.268817204301075,0.5010752688172043,11.86021505376344,50.20645161290322,47.91290322580645,57.593,-3.821,2
nairn,2.0,6.88494623655914,0.4537634408602151,10.795698924731182,40.1258064516129,76.87472527472528,57.593,-3.821,2
nairn,3.0,8.90752688172043,1.8344086021505375,7.935483870967742,39.22043010752688,111.37065217391304,57.593,-3.821,2
nairn,4.0,11.201075268817204,3.3376344086021503,3.967741935483871,39.424731182795696,144.81521739130434,57.593,-3.821,2
nairn,5.0,13.918478260869565,5.778260869565218,0.8064516129032258,47.47741935483871,175.71648351648352,57.593,-3.821,2
nairn,6.0,16.662921348314608,8.66179775280899,0.021978021978021976,52.98571428571429,165.1505617977528,57.593,-3.821,2
nairn,7.0,18.31123595505618,10.63370786516854,0.0,65.05604395604395,147.18333333333334,57.593,-3.821,2
nairn,8.0,17.99550561797753,10.42840909090909,0.0,68.91304347826087,140.52022471910112,57.593,-3.821,2
nairn,9.0,15.923076923076923,8.57,0.10989010989010989,57.64193548387097,117.99010989010989,57.593,-3.821,2
nairn,10.0,12.705376344086021,5.907608695652174,1.4130434782608696,64.71827956989247,89.18387096774194,57.593,-3.821,2
nairn,11.0,8.964516129032258,2.747826086956522,5.6521739130434785,56.71290322580646,54.92580645161291,57.593,-3.821,2
nairn,12.0,6.915217391304347,1.0890109890109891,10.197802197802199,55.268478260869564,35.84111111111111,57.593,-3.821,2
newtonrigg,1.0,5.871212121212121,0.4363636363636364,12.196969696969697,98.86562500000001,42.13478260869565,54.67,-2.786,1
newtonrigg,2.0,6.448484848484849,0.593939393939394,11.181818181818182,72.91250000000001,64.4,54.67,-2.786,1
newtonrigg,3.0,8.543076923076923,1.743076923076923,8.646153846153846,71.36349206349206,93.7391304347826,54.67,-2.786,1
newtonrigg,4.0,11.418461538461539,3.0753846153846154,5.2615384615384615,49.163492063492065,134.68260869565216,54.67,-2.786,1
newtonrigg,5.0,14.952307692307691,5.649230769230769,1.2923076923076924,57.139682539682546,181.4434782608696,54.67,-2.786,1
newtonrigg,6.0,17.633846153846154,8.621538461538462,0.015384615384615385,63.41111111111112,190.7434782608696,54.67,-2.786,1
newtonrigg,7.0,19.163076923076922,10.476923076923077,0.0,69.57460317460318,157.95652173913044,54.67,-2.786,1
newtonrigg,8.0,18.676923076923078,10.203076923076924,0.0,78.72063492063491,150.94545454545457,54.67,-2.786,1
newtonrigg,9.0,16.215384615384615,8.346153846153847,0.12307692307692308,81.48571428571428,113.13478260869566,54.67,-2.786,1
newtonrigg,10.0,12.755384615384616,5.966153846153846,2.1538461538461537,101.91746031746031,88.7695652173913,54.67,-2.786,1
newtonrigg,11.0,8.684615384615384,2.706153846153846,7.369230769230769,100.7,53.439130434782605,54.67,-2.786,1
newtonrigg,12.0,6.506153846153846,0.7584615384615384,11.661538461538461,106.18412698412699,39.34090909090909,54.67,-2.786,1
oxford,1.0,6.820348837209302,1.5180232558139537,10.19186046511628,56.63837209302325,58.37916666666667,51.761,-1.262,0
oxford,2.0,7.566860465116279,1.6215116279069766,9.093023255813954,43.586046511627906,74.25000000000001,51.761,-1.262,0
oxford,3.0,10.073099415204679,2.516959064327485,7.052631578947368,44.64093567251462,117.10421052631577,51.761,-1.262,0
oxford,4.0,13.282456140350877,4.412865497076024,2.5672514619883042,44.65555555555556,156.9157894736842,51.761,-1.262,0
oxford,5.0,16.8046783625731,7.241520467836257,0.40350877192982454,52.94093567251462,193.2284210526316,51.761,-1.262,0
oxford,6.0,20.007017543859646,10.35672514619883,0.0,53.900584795321635,198.86526315789473,51.761,-1.262,0
oxford,7.0,21.90233918128655,12.314035087719297,0.0,57.46491228070175,196.92000000000004,51.761,-1.262,0
oxford,8.0,21.346198830409357,12.083040935672514,0.0,59.930994152046786,183.9094736842105,51.761,-1.262,0
oxford,9.0,18.63684210526316,9.972514619883041,0.005847953216374269,55.55614035087719,139.97684210526313,51.761,-1.262,0
oxford,10.0,14.263157894736842,7.007017543859649,1.2046783625730995,67.90292397660818,105.1315789473684,51.761,-1.262,0
oxford,11.0,9.763742690058479,3.801169590643275,5.111111111111111,61.109941520467835,68.01684210526315,51.761,-1.262,0
oxford,12.0,7.4222222222222225,2.146470588235294,8.682352941176472,60.824561403508774,52.77157894736841,51.761,-1.262,0
paisley,1.0,6.551515151515151,1.6181818181818182,9.363636363636363,132.04545454545453,38.43787878787879,55.846,-4.43,2
paisley,2.0,7.2,1.7545454545454544,7.909090909090909,101.06212121212121,62.663636363636364,55.846,-4.43,2
paisley,3.0,9.4,2.8846153846153846,4.676923076923077,97.08923076923077,98.6123076923077,55.846,-4.43,2
paisley,4.0,12.466153846153846,4.573846153846154,1.6,61.33846153846154,143.64923076923077,55.846,-4.43,2
paisley,5.0,15.726153846153847,7.229230769230769,0.13846153846153847,69.5923076923077,181.14769230769232,55.846,-4.43,2
paisley,6.0,18.296923076923076,10.123076923076923,0.0,66.12923076923076,168.53846153846155,55.846,-4.43,2
paisley,7.0,19.46153846153846,11.766153846153845,0.0,74.95076923076924,158.73538461538462,55.846,-4.43,2
paisley,8.0,19.07076923076923,11.593846153846155,0.0,92.18307692307691,146.26923076923077,55.846,-4.43,2
paisley,9.0,16.435384615384613,9.712307692307691,0.015384615384615385,108.45384615384616,113.9723076923077,55.846,-4.43,2
paisley,10.0,12.94,7.052307692307692,0.7076923076923077,131.86923076923077,81.93846153846154,55.846,-4.43,2
paisley,11.0,9.089230769230769,3.746153846153846,5.0,126.14307692307692,52.57692307692308,55.846,-4.43,2
paisley,12.0,6.975384615384615,1.9984615384615385,8.338461538461539,134.68153846153845,32.20153846153846,55.846,-4.43,2
ringway,1.0,6.573214285714286,1.1928571428571428,10.392857142857142,68.39090909090909,45.78305084745762,53.356,-2.279,1
ringway,2.0,7.0625,1.1964285714285714,9.839285714285714,53.43636363636364,66.0457627118644,53.356,-2.279,1
ringway,3.0,9.416071428571428,2.6892857142857145,5.714285714285714,57.71590909090909,102.75762711864407,53.356,-2.279,1
ringway,4.0,12.080357142857142,4.403571428571429,2.0714285714285716,54.00909090909091,140.24576271186442,53.356,-2.279,1
ringway,5.0,15.741071428571429,7.371428571428571,0.16071428571428573,60.25909090909091,186.8084745762712,53.356,-2.279,1
ringway,6.0,18.480357142857144,10.144642857142857,0.0,65.25454545454545,181.0949152542373,53.356,-2.279,1
ringway,7.0,19.967857142857145,12.075,0.0,63.38409090909091,170.25423728813558,53.356,-2.279,1
ringway,8.0,19.855357142857144,11.9625,0.0,76.85454545454546,162.64745762711865,53.356,-2.279,1
ringway,9.0,17.303571428571427,10.016071428571427,0.0,73.28409090909089,125.42372881355932,53.356,-2.279,1
ringway,10.0,13.719642857142858,7.217857142857143,1.0178571428571428,82.62045454545455,96.88474576271186,53.356,-2.279,1
ringway,11.0,9.441818181818181,3.770909090909091,4.618181818181818,80.06511627906977,55.682758620689654,53.356,-2.279,1
ringway,12.0,7.245454545454546,1.889090909090909,8.563636363636364,79.99302325581397,42.03448275862069,53.356,-2.279,1
rossonwye,1.0,7.2531914893617015,1.5425531914893618,10.563829787234043,72.8340425531915,53.57659574468085,51.911,-2.584,0
rossonwye,2.0,7.805319148936171,1.574468085106383,9.542553191489361,52.77872340425532,70.67765957446808,51.911,-2.584,0
rossonwye,3.0,10.405376344086022,2.6913978494623656,6.78494623655914,51.175268817204305,114.75806451612904,51.911,-2.584,0
rossonwye,4.0,13.341935483870968,4.497849462365592,2.3870967741935485,48.725806451612904,155.98279569892472,51.911,-2.584,0
rossonwye,5.0,16.676344086021505,7.27741935483871,0.3333333333333333,57.47741935483871,189.041935483871,51.911,-2.584,0
rossonwye,6.0,19.776344086021506,10.317204301075268,0.0,51.51182795698925,195.83978494623653,51.911,-2.584,0
rossonwye,7.0,21.550537634408602,12.161290322580646,0.0,48.85913978494623,192.55806451612904,51.911,-2.584,0
rossonwye,8.0,21.107526881720432,11.911827956989248,0.0,59.90430107526882,176.3279569892473,51.911,-2.584,0
rossonwye,9.0,18.51505376344086,9.820430107526882,0.03225806451612903,58.77741935483871,134.41505376344085,51.911,-2.584,0
rossonwye,10.0,14.440860215053764,7.094623655913978,1.4838709677419355,72.05913978494624,97.13225806451612,51.911,-2.584,0
rossonwye,11.0,10.287096774193548,4.125806451612903,4.913978494623656,75.1741935483871,61.95591397849462,51.911,-2.584,0
rossonwye,12.0,7.958510638297873,2.3893617021276596,8.553191489361701,74.53829787234044,47.72659574468085,51.911,-2.584,0
shawbury,1.0,6.992647058823529,0.6764705882352942,12.455882352941176,56.71518987341772,49.768354430379745,52.794,-2.663,1
shawbury,2.0,7.550000000000001,0.7911764705882353,11.544117647058824,43.57215189873418,66.0126582278481,52.794,-2.663,1
shawbury,3.0,9.832835820895522,1.9880597014925372,8.55223880597015,46.707692307692305,104.37692307692308,52.794,-2.663,1
shawbury,4.0,12.576119402985075,3.4611940298507458,5.149253731343284,44.97179487179488,145.82435897435897,52.794,-2.663,1
shawbury,5.0,15.982089552238804,6.376119402985075,1.0298507462686568,54.01153846153846,182.57051282051282,52.794,-2.663,1
shawbury,6.0,18.961194029850745,9.294029850746268,0.029850746268656712,54.91282051282051,180.6038961038961,52.794,-2.663,1
shawbury,7.0,20.70149253731343,11.22537313432836,0.0,57.56282051282051,176.21410256410257,52.794,-2.663,1
shawbury,8.0,20.356716417910448,11.017910447761194,0.0,62.6474358974359,158.01410256410256,52.794,-2.663,1
shawbury,9.0,17.894029850746268,8.99402985074627,0.10447761194029849,60.87820512820513,123.62179487179488,52.794,-2.663,1
shawbury,10.0,14.134328358208954,6.482089552238806,1.701492537313433,62.792307692307695,90.54615384615386,52.794,-2.663,1
shawbury,11.0,9.888059701492537,3.0820895522388057,7.2388059701492535,62.90512820512821,58.38717948717949,52.794,-2.663,1
shawbury,12.0,7.540298507462687,1.21044776119403,11.223880597014926,63.97564102564103,44.65256410256411,52.794,-2.663,1
sheffield,1.0,6.343262411347517,1.648936170212766,8.822695035460994,79.1169014084507,43.494791666666664,53.381,-1.49,1
sheffield,2.0,6.755319148936171,1.575177304964539,8.460992907801419,65.03591549295776,59.735416666666666,53.381,-1.49,1
sheffield,3.0,9.020714285714286,2.556428571428571,5.857142857142858,60.32553191489362,102.80744680851065,53.381,-1.49,1
sheffield,4.0,11.930714285714286,4.335,1.6285714285714286,54.201418439716306,134.20210526315788,53.381,-1.49,1
sheffield,5.0,15.51857142857143,7.077142857142857,0.07857142857142857,58.793617021276596,174.71894736842103,53.381,-1.49,1
sheffield,6.0,18.624285714285715,10.104285714285714,0.0,58.94539007092198,179.32105263157894,53.381,-1.49,1
sheffield,7.0,20.36231884057971,12.168115942028985,0.0,62.8468085106383,177.19473684210527,53.381,-1.49,1
sheffield,8.0,19.95072463768116,11.921739130434784,0.0,67.09574468085107,163.44,53.381,-1.49,1
sheffield,9.0,17.38478260869565,10.049999999999999,0.0,58.348226950354615,125.44421052631579,53.381,-1.49,1
sheffield,10.0,13.260869565217392,7.182608695652173,0.38405797101449274,76.91560283687943,88.28315789473685,53.381,-1.49,1
sheffield,11.0,9.207971014492754,4.298550724637682,2.4855072463768115,79.98226950354609,51.16947368421052,53.381,-1.49,1
sheffield,12.0,6.982608695652174,2.3818840579710145,6.601449275362319,83.32978723404256,38.34421052631579,53.381,-1.49,1
southampton,1.0,7.498620689655172,2.0213793103448277,9.386206896551725,81.45586206896552,55.71855670103093,50.898,-1.408,0
southampton,2.0,8.12896551724138,2.099310344827586,8.307692307692308,59.11506849315068,75.09895833333333,50.898,-1.408,0
southampton,3.0,10.395172413793103,2.94,6.021126760563381,56.37945205479452,121.11752577319587,50.898,-1.408,0
southampton,4.0,13.561805555555557,4.908333333333333,1.6715328467153285,50.42413793103448,168.32886597938142,50.898,-1.408,0
southampton,5.0,17.102083333333333,7.808333333333333,0.0979020979020979,51.357241379310345,213.95729166666666,50.898,-1.408,0
southampton,6.0,20.027083333333334,10.790972222222221,0.0,51.73655172413793,215.059793814433,50.898,-1.408,0
southampton,7.0,21.754166666666666,12.69448275862069,0.0,54.892413793103444,212.5734693877551,50.898,-1.408,0
southampton,8.0,21.490972222222222,12.60551724137931,0.0,64.71655172413793,199.61546391752574,50.898,-1.408,0
southampton,9.0,19.101388888888888,10.55655172413793,0.0,68.33793103448276,154.99081632653062,50.898,-1.408,0
southampton,10.0,15.010416666666666,7.649655172413794,0.8529411764705882,89.2448275862069,110.18144329896907,50.898,-1.408,0
southampton,11.0,10.614482758620689,4.319310344827586,4.020833333333334,83.26206896551724,69.92061855670103,50.898,-1.408,0
southampton,12.0,8.270138888888889,2.754166666666667,7.657342657342657,87.46413793103447,49.884375,50.898,-1.408,0
stornoway,1.0,6.833557046979866,1.9074324324324325,6.966216216216217,135.3751677852349,33.55157894736842,58.214,-6.318,2
stornoway,2.0,6.957615894039734,1.7053333333333334,6.726666666666667,99.88874172185432,62.08125,58.214,-6.318,2
stornoway,3.0,7.950666666666666,2.2604026845637586,6.154362416107382,94.75066666666667,105.22315789473684,58.214,-6.318,2
stornoway,4.0,9.849664429530202,3.610738255033557,2.577181208053691,71.81666666666666,149.0,58.214,-6.318,2
stornoway,5.0,12.242666666666667,5.827333333333334,0.54,63.67066666666667,189.59042553191492,58.214,-6.318,2
stornoway,6.0,14.512666666666668,8.398,0.006666666666666667,63.59866666666666,164.2915789473684,58.214,-6.318,2
stornoway,7.0,15.875496688741721,10.111920529801326,0.0,75.15364238410596,127.03368421052632,58.214,-6.318,2
stornoway,8.0,15.889403973509935,10.095364238410596,0.0,90.79205298013245,128.61368421052632,58.214,-6.318,2
stornoway,9.0,14.257615894039736,8.510596026490065,0.013245033112582781,106.56026490066225,104.14947368421052,58.214,-6.318,2
stornoway,10.0,11.613245033112582,6.050993377483444,0.7814569536423841,133.0271523178808,76.27052631578948,58.214,-6.318,2
stornoway,11.0,8.909271523178807,3.6834437086092717,3.218543046357616,131.91986754966888,43.50421052631579,58.214,-6.318,2
stornoway,12.0,7.358278145695364,2.3629139072847685,6.152317880794702,138.13509933774836,25.44,58.214,-6.318,2
suttonbonington,1.0,6.946969696969697,1.303030303030303,10.666666666666666,50.9390625,48.119512195121956,52.833,-1.25,1
suttonbonington,2.0,7.481818181818182,1.4287878787878787,9.651515151515152,42.75,63.136585365853655,52.833,-1.25,1
suttonbonington,3.0,9.955384615384617,2.5984615384615384,6.461538461538462,43.25396825396825,99.4829268292683,52.833,-1.25,1
suttonbonington,4.0,12.76,4.044615384615384,3.4307692307692306,44.16666666666667,131.1512195121951,52.833,-1.25,1
suttonbonington,5.0,16.21846153846154,6.678461538461539,0.9076923076923077,47.8984126984127,177.50975609756097,52.833,-1.25,1
suttonbonington,6.0,19.352307692307694,9.667692307692308,0.06153846153846154,58.83174603174603,171.88292682926829,52.833,-1.25,1
suttonbonington,7.0,21.41846153846154,11.606153846153846,0.0,54.89047619047619,179.71951219512195,52.833,-1.25,1
suttonbonington,8.0,21.144615384615385,11.576923076923077,0.0,56.803174603174604,173.01463414634145,52.833,-1.25,1
suttonbonington,9.0,18.392307692307693,9.661538461538461,0.12307692307692308,49.82063492063492,130.71951219512195,52.833,-1.25,1
suttonbonington,10.0,14.42153846153846,7.203076923076923,1.2153846153846153,57.13650793650794,98.79268292682929,52.833,-1.25,1
suttonbonington,11.0,9.918461538461539,3.8646153846153846,5.3538461538461535,54.81904761904762,58.67317073170732,52.833,-1.25,1
suttonbonington,12.0,7.518461538461538,1.92,9.338461538461539,57.56666666666667,41.16829268292683,52.833,-1.25,1
tiree,1.0,7.56063829787234,3.247872340425532,3.4468085106382977,127.08936170212766,38.671875,56.5,-6.88,2
tiree,2.0,7.498936170212765,2.972340425531915,3.74468085106383,89.97446808510638,67.8125,56.5,-6.88,2
tiree,3.0,8.62258064516129,3.741935483870968,2.3870967741935485,85.29032258064517,114.10520833333334,56.5,-6.88,2
tiree,4.0,10.423655913978495,4.946236559139785,0.8387096774193549,65.39892473118279,175.2614583333333,56.5,-6.88,2
tiree,5.0,12.903225806451614,7.06236559139785,0.02150537634408602,60.29032258064516,223.21145833333333,56.5,-6.88,2
tiree,6.0,14.9,9.487096774193548,0.0,66.53118279569892,197.22083333333333,56.5,-6.88,2
tiree,7.0,16.11505376344086,11.076344086021505,0.0,85.48064516129033,160.30833333333334,56.5,-6.88,2
tiree,8.0,16.340860215053763,11.24731182795699,0.0,95.17204301075269,158.671875,56.5,-6.88,2
tiree,9.0,14.943010752688172,10.113978494623657,0.0,118.35806451612903,119.83052631578947,56.5,-6.88,2
tiree,10.0,12.582795698924732,8.1247311827957,0.03225806451612903,139.5043010752688,81.47916666666667,56.5,-6.88,2
tiree,11.0,9.925806451612903,5.467741935483871,0.7634408602150539,128.947311827957,47.55104166666666,56.5,-6.88,2
tiree,12.0,8.36595744680851,4.048936170212766,2.3085106382978724,132.1808510638298,30.836458333333336,56.5,-6.88,2
valley,1.0,7.958510638297873,3.4457446808510634,5.26595744680851,84.53617021276595,57.71063829787234,53.252,-4.535,1
valley,2.0,7.967021276595744,3.075531914893617,5.372340425531915,60.253191489361704,80.92446808510638,53.252,-4.535,1
valley,3.0,9.547311827956989,3.972043010752688,2.89247311827957,57.14731182795699,125.50967741935483,53.252,-4.535,1
valley,4.0,11.638709677419357,5.524731182795699,0.5913978494623656,49.575268817204304,176.81720430107526,53.252,-4.535,1
valley,5.0,14.570967741935483,8.022580645161291,0.010752688172043012,52.56559139784947,221.56344086021508,53.252,-4.535,1
valley,6.0,16.970967741935482,10.661290322580646,0.0,54.166304347826085,212.33763440860216,53.252,-4.535,1
valley,7.0,18.456989247311828,12.473118279569892,0.0,57.01290322580645,191.8043010752688,53.252,-4.535,1
valley,8.0,18.591397849462364,12.663440860215054,0.0,69.7720430107527,182.04408602150536,53.252,-4.535,1
valley,9.0,17.006451612903223,11.34731182795699,0.0,78.23763440860215,140.43978494623656,53.252,-4.535,1
valley,10.0,14.189247311827955,9.002150537634408,0.06451612903225806,97.21720430107527,102.13010752688173,53.252,-4.535,1
valley,11.0,10.950537634408603,6.186021505376344,1.010752688172043,99.8537634408602,60.98478260869565,53.252,-4.535,1
valley,12.0,8.942553191489361,4.4361702127659575,3.574468085106383,95.23829787234042,45.911702127659574,53.252,-4.535,1
waddington,1.0,6.266666666666667,0.9794871794871793,10.98684210526316,48.52820512820512,58.670512820512826,53.175,-0.522,1
waddington,2.0,6.852564102564102,0.95,10.23684210526316,39.7525641025641,75.11794871794872,53.175,-0.522,1
waddington,3.0,9.498701298701299,2.342857142857143,6.453333333333333,42.51948051948052,114.41558441558442,53.175,-0.522,1
waddington,4.0,12.331168831168831,4.176623376623377,2.04,43.13246753246753,156.8974025974026,53.175,-0.522,1
waddington,5.0,15.87922077922078,7.0168831168831165,0.16,48.56103896103896,201.06623376623378,53.175,-0.522,1
waddington,6.0,18.906493506493504,10.04025974025974,0.0,55.42987012987013,192.82077922077923,53.175,-0.522,1
waddington,7.0,20.941558441558442,12.057142857142857,0.0,56.48571428571428,189.62857142857143,53.175,-0.522,1
waddington,8.0,20.75844155844156,11.96883116883117,0.0,61.91428571428571,179.84155844155842,53.175,-0.522,1
waddington,9.0,18.083116883116883,10.062337662337661,0.0,49.88181818181818,140.99090909090907,53.175,-0.522,1
waddington,10.0,14.042857142857143,7.176623376623377,0.48000000000000004,55.12207792207792,106.12337662337663,53.175,-0.522,1
waddington,11.0,9.364935064935064,3.742857142857143,3.6666666666666665,55.52337662337663,67.82077922077922,53.175,-0.522,1
waddington,12.0,6.938961038961039,1.8064935064935064,9.013333333333334,52.73896103896104,52.8012987012987,53.175,-0.522,1
whitby,1.0,6.877049180327869,1.7451612903225806,7.661290322580646,54.13709677419355,61.074999999999996,54.481,-0.624,1
whitby,2.0,7.203278688524589,1.8258064516129033,7.580645161290322,41.91935483870968,83.67959183673469,54.481,-0.624,1
whitby,3.0,8.95593220338983,2.7278688524590162,4.639344262295082,40.41803278688525,125.8375,54.481,-0.624,1
whitby,4.0,10.834426229508198,4.160655737704919,2.1129032258064515,40.17213114754098,161.97708333333333,54.481,-0.624,1
whitby,5.0,13.762295081967213,6.72741935483871,0.3548387096774194,42.88709677419355,205.71041666666667,54.481,-0.624,1
whitby,6.0,16.925806451612903,9.608064516129033,0.0,50.420967741935485,192.26808510638298,54.481,-0.624,1
whitby,7.0,18.961290322580645,11.708064516129031,0.0,48.95483870967742,200.3787234042553,54.481,-0.624,1
whitby,8.0,18.86885245901639,11.729508196721312,0.0,55.829032258064515,182.4,54.481,-0.624,1
whitby,9.0,16.922580645161293,9.95483870967742,0.0,49.53492063492063,146.3808510638298,54.481,-0.624,1
whitby,10.0,13.595081967213115,7.579999999999999,0.2833333333333334,54.78,109.02553191489362,54.481,-0.624,1
whitby,11.0,9.688524590163935,4.395081967213115,2.4098360655737703,63.25573770491803,69.57659574468086,54.481,-0.624,1
whitby,12.0,7.516129032258064,2.317741935483871,6.661290322580646,61.73898305084745,51.51458333333333,54.481,-0.624,1
wickairport,1.0,5.998198198198198,1.2243243243243245,9.138297872340425,75.81171171171171,43.03958333333333,58.454,-3.088,2
wickairport,2.0,6.1880733944954125,1.0623853211009175,8.870967741935484,57.043243243243246,72.93333333333334,58.454,-3.088,2
wickairport,3.0,7.51651376146789,1.959090909090909,6.731182795698924,54.68818181818182,105.63265306122449,58.454,-3.088,2
wickairport,4.0,9.302752293577981,3.2354545454545454,3.913978494623656,47.99363636363636,145.25306122448978,58.454,-3.088,2
wickairport,5.0,11.356880733944953,5.441818181818182,1.1720430107526882,46.79727272727273,170.3979591836735,58.454,-3.088,2
wickairport,6.0,13.925688073394495,7.8927272727272735,0.05376344086021505,50.85181818181818,162.92708333333334,58.454,-3.088,2
wickairport,7.0,15.580733944954128,9.8,0.0,62.556363636363635,137.98125000000002,58.454,-3.088,2
wickairport,8.0,15.639090909090909,9.911009174311925,0.0,68.71363636363637,135.9938775510204,58.454,-3.088,2
wickairport,9.0,14.167272727272728,8.399082568807339,0.14130434782608695,70.98727272727272,113.17142857142858,58.454,-3.088,2
wickairport,10.0,11.559090909090909,6.290909090909091,0.8279569892473119,82.32272727272728,85.79795918367347,58.454,-3.088,2
wickairport,11.0,8.476363636363637,3.459090909090909,4.021505376344086,86.11272727272727,49.9061224489796,58.454,-3.088,2
wickairport,12.0,6.670000000000001,1.8563636363636362,7.765957446808511,77.63181818181818,31.829166666666662,58.454,-3.088,2
yeovilton,1.0,8.323333333333332,1.62,10.716666666666667,70.685,58.041463414634144,51.006,-2.641,0
yeovilton,2.0,8.639999999999999,1.5766666666666667,10.016666666666667,55.52166666666667,77.12195121951218,51.006,-2.641,0
yeovilton,3.0,10.813559322033898,2.674576271186441,7.745762711864407,53.57796610169491,113.15499999999999,51.006,-2.641,0
yeovilton,4.0,13.44406779661017,3.925423728813559,4.779661016949152,45.79661016949152,166.995,51.006,-2.641,0
yeovilton,5.0,16.735593220338984,7.023728813559321,0.6440677966101694,52.489830508474576,194.875,51.006,-2.641,0
yeovilton,6.0,19.78135593220339,10.04915254237288,0.0,55.26101694915254,189.0974358974359,51.006,-2.641,0
yeovilton,7.0,21.75423728813559,12.00508474576271,0.0,55.43559322033898,196.4975,51.006,-2.641,0
yeovilton,8.0,21.415254237288135,11.864406779661017,0.0,58.40338983050847,176.185,51.006,-2.641,0
yeovilton,9.0,19.013333333333332,9.811666666666667,0.03333333333333333,55.626666666666665,141.285,51.006,-2.641,0
yeovilton,10.0,15.266666666666667,7.430000000000001,1.6666666666666667,74.18,102.865,51.006,-2.641,0
yeovilton,11.0,11.243333333333334,3.9483333333333333,6.233333333333333,73.08333333333333,69.21951219512195,51.006,-2.641,0
yeovilton,12.0,9.01,2.2700000000000005,10.016666666666667,79.36666666666666,49.72439024390244,51.006,-2.641,0
